Checksum,UNIX Time Stamp,Mission ID,Platform Tail Number,Platform Heading Angle,Platform Pitch Angle,Platform Roll Angle,Platform True Airspeed,Platform Indicated Airspeed,Platform Designation,Image Source Sensor,Image Coordinate System,Sensor Latitude,Sensor Longitude,Sensor True Altitude,Sensor Horizontal Field of View,Sensor Vertical Field of View,Sensor Relative Azimuth Angle,Sensor Relative Elevation Angle,Sensor Relative Roll Angle,Slant Range,Target Width,Frame Center Latitude,Frame Center Longitude,Frame Center Elevation,Offset Corner Latitude Point 1,Offset Corner Longitude Point 1,Offset Corner Latitude Point 2,Offset Corner Longitude Point 2,Offset Corner Latitude Point 3, Offset Corner Longitude Point 3, Offset Corner Latitude Point 4, Offset Corner Longitude Point 4, Icing Detected, Wind Direction, Wind Speed, Static Pressure, Density Altitude, Outside Air Temperature, Target Location Latitude, Target Location Longitude, Target Location Elevation, Target Track Gate Width, Target Track Gate Height, Target Error Estimate - CE90, Target Error Estimate - LE90, Generic Flag Data 01, Security Local Metadata Set, Differential Pressure, Platform Angle of Attack, Platform Vertical Speed, Platform Sideslip Angle, Airfield Barometric Pressure, Airfield Elevation, Relative Humidity, Platform Ground Speed, Ground Range, Platform Fuel Remaining, Platform Call Sign, Weapon Load, Weapon Fired, Laser PRF Code, Sensor Field of View Name, Platform Magnetic Heading, UAS LDS Version Number, Target Location Covariance Matrix, Alternate Platform Latitude, Alternate Platform Longitude, Alternate Platform Altitude, Alternate Platform Name, Alternate Platform Heading, Event Start Time - UTC, RVT Local Data Set, VMTI Local Data Set, Sensor Ellipsoid Height, Alternate Platform Ellipsoid Height, Operational Mode, Frame Center Height Above Ellipsoid, Sensor North Velocity, Sensor East Velocity, Image Horizon Pixel Pack, Corner Latitude Point 1 (Full), Corner Longitude Point 1 (Full), Corner Latitude Point 2 (Full), Corner Longitude Point 2 (Full), Corner Latitude Point 3 (Full), Corner Longitude Point 3 (Full), Corner Latitude Point 4 (Full), Corner Longitude Point 4 (Full), Platform Pitch Angle (Full), Platform Roll Angle (Full), Platform Angle of Attack (Full), Platform Sideslip Angle (Full)
,1447400964,Delta,N112AQ,289.5,-1.6,-4.3,,,DJI P3,FC300X,WGS84,64.1563768572,-145.852886587,18.9,81.2,65.5,-70.7,72.5,0,258.4071913215,,64.1563768572,-145.852886587,100,64.1565511527,-145.8530116266,64.1562757503,-145.8532350647,64.1564779641,-145.8525381093,64.1562025617,-145.8527615474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400964,Delta,N112AQ,289.5,-1.6,-4.2,,,DJI P3,FC300X,WGS84,64.1563755718,-145.85288194,18.9,81.2,65.5,-70.7,89.9,0,258.4071913215,,64.1563755718,-145.85288194,100,64.1565487594,-145.8530077073,64.1562744695,-145.8532277772,64.1564766741,-145.8525361028,64.1562023842,-145.8527561727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400964,Delta,N112AQ,289.5,-1.6,-4.1,,,DJI P3,FC300X,WGS84,64.1563756387,-145.852882193,18.9,81.2,65.5,-70.7,90,0,258.4106001351,,64.1563756387,-145.852882193,100,64.1565488263,-145.8530079603,64.1562745364,-145.8532280302,64.156476741,-145.8525363558,64.1562024511,-145.8527564257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400964,Delta,N112AQ,289.5,-1.7,-4.1,,,DJI P3,FC300X,WGS84,64.1563755734,-145.852882231,18.9,81.2,65.5,-70.7,90,0,258.4106001351,,64.1563755734,-145.852882231,100,64.156548761,-145.8530079983,64.1562744711,-145.8532280682,64.1564766757,-145.8525363938,64.1562023858,-145.8527564637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400964,Delta,N112AQ,289.5,-1.8,-4.2,,,DJI P3,FC300X,WGS84,64.1563756496,-145.852882314,18.9,81.2,65.5,-70.7,89.9,0,258.4179960462,,64.1563756496,-145.852882314,100,64.1565488372,-145.8530080813,64.1562745473,-145.8532281512,64.1564767519,-145.8525364768,64.156202462,-145.8527565467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400964,Delta,N112AQ,289.5,-1.8,-4.3,,,DJI P3,FC300X,WGS84,64.1563756256,-145.852882522,18.9,81.2,65.5,-70.7,89.9,0,258.4179960462,,64.1563756256,-145.852882522,100,64.1565488132,-145.8530082893,64.1562745233,-145.8532283592,64.1564767279,-145.8525366848,64.156202438,-145.8527567547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400965,Delta,N112AQ,289.5,-1.7,-4.2,,,DJI P3,FC300X,WGS84,64.1563756018,-145.852882542,18.9,81.2,65.5,-70.7,90,0,258.4302008232,,64.1563756018,-145.852882542,100,64.1565487894,-145.8530083093,64.1562744995,-145.8532283792,64.1564767041,-145.8525367048,64.1562024142,-145.8527567747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400965,Delta,N112AQ,289.4,-1.4,-4.1,,,DJI P3,FC300X,WGS84,64.156375628,-145.852882801,18.9,81.2,65.5,-70.7,90,0,258.4373836853,,64.156375628,-145.852882801,100,64.1565488156,-145.8530085683,64.1562745257,-145.8532286382,64.1564767303,-145.8525369638,64.1562024404,-145.8527570337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400965,Delta,N112AQ,289.4,-1.3,-4,,,DJI P3,FC300X,WGS84,64.1563756077,-145.852882803,19,81.2,65.5,-70.7,89.9,0,258.4447161118,,64.1563756077,-145.852882803,100,64.1565497116,-145.8530092357,64.1562739705,-145.85323047,64.1564772449,-145.852535136,64.1562015038,-145.8527563703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400965,Delta,N112AQ,289.3,-1.2,-4.1,,,DJI P3,FC300X,WGS84,64.156375485,-145.852882985,19,81.2,65.5,-70.7,89.9,0,258.4356160484,,64.156375485,-145.852882985,100,64.1565495889,-145.8530094177,64.1562738478,-145.853230652,64.1564771222,-145.852535318,64.1562013811,-145.8527565523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400965,Delta,N112AQ,289.5,-1.3,-4.1,,,DJI P3,FC300X,WGS84,64.156375504,-145.852883206,19,81.2,65.5,-70.7,90,0,258.4356160484,,64.156375504,-145.852883206,100,64.1565496079,-145.8530096387,64.1562738668,-145.853230873,64.1564771412,-145.852535539,64.1562014001,-145.8527567733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400965,Delta,N112AQ,289.5,-1.3,-4,,,DJI P3,FC300X,WGS84,64.1563754782,-145.8528832,19,81.2,65.5,-70.7,90,0,258.4356160484,,64.1563754782,-145.8528832,100,64.1565495821,-145.8530096327,64.156273841,-145.853230867,64.1564771154,-145.852535533,64.1562013743,-145.8527567673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400965,Delta,N112AQ,289.6,-1.3,-3.9,,,DJI P3,FC300X,WGS84,64.1563755286,-145.852883327,19,81.2,65.5,-70.7,89.9,0,258.4403334726,,64.1563755286,-145.852883327,100,64.1565496325,-145.8530097597,64.1562738914,-145.853230994,64.1564771658,-145.85253566,64.1562014247,-145.8527568943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400965,Delta,N112AQ,289.5,-1.1,-3.9,,,DJI P3,FC300X,WGS84,64.1563755036,-145.852883313,19,81.2,65.5,-70.7,89.9,0,258.4403334726,,64.1563755036,-145.852883313,100,64.1565496075,-145.8530097457,64.1562738664,-145.85323098,64.1564771408,-145.852535646,64.1562013997,-145.8527568803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400965,Delta,N112AQ,289.4,-1.1,-3.9,,,DJI P3,FC300X,WGS84,64.1563754825,-145.852883486,19,81.2,65.5,-70.7,90,0,258.4455682915,,64.1563754825,-145.852883486,100,64.1565495864,-145.8530099187,64.1562738453,-145.853231153,64.1564771197,-145.852535819,64.1562013786,-145.8527570533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400965,Delta,N112AQ,289.4,-1.3,-3.9,,,DJI P3,FC300X,WGS84,64.1563755559,-145.852883514,19,81.2,65.5,-70.7,90,0,258.4455682915,,64.1563755559,-145.852883514,100,64.1565496598,-145.8530099467,64.1562739187,-145.853231181,64.1564771931,-145.852535847,64.156201452,-145.8527570813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400966,Delta,N112AQ,289.6,-7.5,-1.2,,,DJI P3,FC300X,WGS84,64.1563755785,-145.852883684,19,81.2,65.5,-70.7,90,0,258.4555814076,,64.1563755785,-145.852883684,100,64.1565496824,-145.8530101167,64.1562739413,-145.853231351,64.1564772157,-145.852536017,64.1562014746,-145.8527572513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400966,Delta,N112AQ,289.4,-11.6,0,,,DJI P3,FC300X,WGS84,64.1563759161,-145.852884402,19,81.2,65.5,-70.7,90,0,258.4555814076,,64.1563759161,-145.852884402,100,64.15655002,-145.8530108347,64.1562742789,-145.853232069,64.1564775533,-145.852536735,64.1562018122,-145.8527579693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400966,Delta,N112AQ,289.5,-14.2,-2.1,,,DJI P3,FC300X,WGS84,64.1563761741,-145.852885179,19,81.2,65.5,-70.7,90,0,258.5120383733,,64.1563761741,-145.852885179,100,64.156550278,-145.8530116117,64.1562745369,-145.853232846,64.1564778113,-145.852537512,64.1562020702,-145.8527587463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400966,Delta,N112AQ,289.7,-20.1,-3.2,,,DJI P3,FC300X,WGS84,64.1563765684,-145.852886562,19,81.2,65.5,-70.7,90,0,258.5120383733,,64.1563765684,-145.852886562,100,64.1565506723,-145.8530129947,64.1562749312,-145.853234229,64.1564782056,-145.852538895,64.1562024645,-145.8527601293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400966,Delta,N112AQ,289.7,-22,-3.5,,,DJI P3,FC300X,WGS84,64.1563770099,-145.85288833,19,81.2,65.5,-70.7,90,0,258.6280568882,,64.1563770099,-145.85288833,100,64.1565511138,-145.8530147627,64.1562753727,-145.853235997,64.1564786471,-145.852540663,64.156202906,-145.8527618973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400966,Delta,N112AQ,289.7,-22.1,-3.6,,,DJI P3,FC300X,WGS84,64.1563777474,-145.85289031,19.1,81.2,65.5,-70.7,90,0,258.6354225735,,64.1563777474,-145.85289031,100,64.1565527677,-145.8530174082,64.1562755753,-145.8532398068,64.1564799195,-145.8525408132,64.1562027271,-145.8527632118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400966,Delta,N112AQ,289.6,-21.7,-3.5,,,DJI P3,FC300X,WGS84,64.1563783539,-145.852893131,19.1,81.2,65.5,-70.7,90,0,258.8412802727,,64.1563783539,-145.852893131,100,64.1565533742,-145.8530202292,64.1562761818,-145.8532426278,64.156480526,-145.8525436342,64.1562033336,-145.8527660328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400967,Delta,N112AQ,289.2,-20.7,-3.4,,,DJI P3,FC300X,WGS84,64.1563800772,-145.852899515,19,81.2,65.5,-70.8,90,0,258.8339204455,,64.1563800772,-145.852899515,100,64.1565540846,-145.8530266437,64.1562781753,-145.8532467751,64.1564819791,-145.8525522549,64.1562060698,-145.8527723863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400967,Delta,N112AQ,289.1,-20.5,-3.4,,,DJI P3,FC300X,WGS84,64.1563814188,-145.852903751,19,81.2,65.5,-70.8,90,0,259.2856729288,,64.1563814188,-145.852903751,100,64.1565554262,-145.8530308798,64.1562795169,-145.8532510111,64.1564833207,-145.8525564909,64.1562074114,-145.8527766223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400967,Delta,N112AQ,289.2,-20.4,-3.4,,,DJI P3,FC300X,WGS84,64.1563824027,-145.852908385,19,81.2,65.5,-70.8,90,0,259.2856729288,,64.1563824027,-145.852908385,100,64.1565564101,-145.8530355138,64.1562805008,-145.8532556451,64.1564843046,-145.8525611249,64.1562083953,-145.8527812562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400967,Delta,N112AQ,289.1,-20.3,-3.4,,,DJI P3,FC300X,WGS84,64.156384267,-145.852912973,18.9,81.2,65.5,-70.8,90,0,259.7215505883,,64.156384267,-145.852912973,100,64.1565573585,-145.8530394327,64.1562829014,-145.8532584055,64.1564856326,-145.8525675405,64.1562111755,-145.8527865133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400967,Delta,N112AQ,289.2,-20.1,-3.6,,,DJI P3,FC300X,WGS84,64.1563854677,-145.85291842,18.9,81.2,65.5,-70.9,90,0,260.2646046319,,64.1563854677,-145.85291842,100,64.1565584626,-145.8530455716,64.1562838392,-145.8532634466,64.1564870962,-145.8525733934,64.1562124728,-145.8527912684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400967,Delta,N112AQ,289.4,-19.9,-3.9,,,DJI P3,FC300X,WGS84,64.1563873295,-145.852924825,18.9,81.2,65.5,-70.9,90,0,260.2646046319,,64.1563873295,-145.852924825,100,64.1565603244,-145.8530519766,64.156285701,-145.8532698516,64.156488958,-145.8525797984,64.1562143346,-145.8527976734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400967,Delta,N112AQ,289.8,-19.8,-3.9,,,DJI P3,FC300X,WGS84,64.1563891404,-145.852930309,18.9,81.2,65.5,-70.9,90,0,260.2646046319,,64.1563891404,-145.852930309,100,64.1565621353,-145.8530574606,64.1562875119,-145.8532753357,64.1564907689,-145.8525852823,64.1562161455,-145.8528031574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400967,Delta,N112AQ,290.2,-19.6,-4.1,,,DJI P3,FC300X,WGS84,64.1563928428,-145.852944702,18.9,81.2,65.5,-70.9,90,0,260.9122170604,,64.1563928428,-145.852944702,100,64.1565658377,-145.8530718537,64.1562912143,-145.8532897287,64.1564944713,-145.8525996753,64.1562198479,-145.8528175504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400967,Delta,N112AQ,290.3,-19.5,-4.1,,,DJI P3,FC300X,WGS84,64.1563954653,-145.852952437,18.9,81.2,65.5,-70.9,90,0,260.9122170604,,64.1563954653,-145.852952437,100,64.1565684602,-145.8530795887,64.1562938368,-145.8532974637,64.1564970938,-145.8526074103,64.1562224704,-145.8528252853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400968,Delta,N112AQ,290.4,-19.4,-4.2,,,DJI P3,FC300X,WGS84,64.156397238,-145.852960338,18.9,81.2,65.5,-70.9,90,0,262.0698259551,,64.156397238,-145.852960338,100,64.1565702329,-145.8530874897,64.1562956095,-145.8533053648,64.1564988665,-145.8526153112,64.1562242431,-145.8528331863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400968,Delta,N112AQ,290.4,-18.9,-4.3,,,DJI P3,FC300X,WGS84,64.1563995589,-145.852969368,18.9,81.2,65.5,-70.9,90,0,262.0698259551,,64.1563995589,-145.852969368,100,64.1565725538,-145.8530965197,64.1562979304,-145.8533143948,64.1565011874,-145.8526243412,64.156226564,-145.8528422163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400968,Delta,N112AQ,290.4,-18.4,-4.4,,,DJI P3,FC300X,WGS84,64.1564019265,-145.852977736,18.9,81.2,65.5,-70.9,90,0,263.3217306721,,64.1564019265,-145.852977736,100,64.1565749214,-145.8531048877,64.156300298,-145.8533227628,64.156503555,-145.8526327092,64.1562289316,-145.8528505843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400968,Delta,N112AQ,290.4,-17.9,-4.4,,,DJI P3,FC300X,WGS84,64.1564065155,-145.852996608,18.9,81.2,65.5,-70.9,90,0,263.3217306721,,64.1564065155,-145.852996608,100,64.1565795104,-145.8531237597,64.156304887,-145.8533416349,64.156508144,-145.8526515811,64.1562335206,-145.8528694563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400968,Delta,N112AQ,290.5,-17.3,-4.7,,,DJI P3,FC300X,WGS84,64.1564093747,-145.853006871,18.8,81.2,65.5,-70.9,89.9,0,263.3145720315,,64.1564093747,-145.853006871,100,64.1565814543,-145.85313335,64.1563082839,-145.8533500724,64.1565104655,-145.8526636696,64.1562372951,-145.852880392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400968,Delta,N112AQ,290.4,-16.8,-4.8,,,DJI P3,FC300X,WGS84,64.1564115623,-145.853016741,18.8,81.2,65.5,-70.9,89.9,0,264.7591688537,,64.1564115623,-145.853016741,100,64.1565836419,-145.85314322,64.1563104715,-145.8533599424,64.1565126531,-145.8526735396,64.1562394827,-145.852890262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400968,Delta,N112AQ,290.4,-16.6,-4.9,,,DJI P3,FC300X,WGS84,64.1564141093,-145.853027818,18.8,81.2,65.5,-70.9,89.9,0,264.7591688537,,64.1564141093,-145.853027818,100,64.1565861889,-145.853154297,64.1563130185,-145.8533710194,64.1565152001,-145.8526846166,64.1562420297,-145.852901339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400968,Delta,N112AQ,290.5,-16.7,-4.8,,,DJI P3,FC300X,WGS84,64.1564167183,-145.853038305,18.7,81.2,65.5,-70.9,90,0,265.7334340084,,64.1564167183,-145.853038305,100,64.1565878826,-145.8531641112,64.1563161652,-145.8533796809,64.1565172714,-145.8526969291,64.156245554,-145.8529124988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400968,Delta,N112AQ,290.5,-16.5,-4.7,,,DJI P3,FC300X,WGS84,64.1564192942,-145.853049821,18.7,81.2,65.5,-70.9,90,0,265.7334340084,,64.1564192942,-145.853049821,100,64.1565904585,-145.8531756273,64.1563187411,-145.853391197,64.1565198473,-145.852708445,64.1562481299,-145.8529240148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400969,Delta,N112AQ,290.6,-15.9,-5,,,DJI P3,FC300X,WGS84,64.156421637,-145.853060818,18.7,81.2,65.5,-70.9,90,0,266.7857302214,,64.156421637,-145.853060818,100,64.1565928013,-145.8531866243,64.1563210839,-145.853402194,64.1565221901,-145.852719442,64.1562504727,-145.8529350117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400969,Delta,N112AQ,289.9,-14.3,-5,,,DJI P3,FC300X,WGS84,64.1564268079,-145.853084436,18.7,81.2,65.5,-70.9,90,0,266.7857302214,,64.1564268079,-145.853084436,100,64.1565979722,-145.8532102423,64.1563262548,-145.8534258121,64.156527361,-145.8527430599,64.1562556436,-145.8529586297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400969,Delta,N112AQ,289.5,-14.3,-4.9,,,DJI P3,FC300X,WGS84,64.1564293934,-145.853096775,18.7,81.2,65.5,-70.9,90,0,268.383316128,,64.1564293934,-145.853096775,100,64.1566005577,-145.8532225813,64.1563288403,-145.8534381511,64.1565299465,-145.8527553989,64.1562582291,-145.8529709687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400969,Delta,N112AQ,289.4,-14,-4.9,,,DJI P3,FC300X,WGS84,64.1564319703,-145.853108847,18.7,81.2,65.5,-70.9,89.9,0,269.4992914611,,64.1564319703,-145.853108847,100,64.1566031346,-145.8532346533,64.1563314172,-145.8534502231,64.1565325234,-145.8527674709,64.156260806,-145.8529830407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400969,Delta,N112AQ,289.1,-13.6,-4.8,,,DJI P3,FC300X,WGS84,64.1564343823,-145.853121673,18.6,81.2,65.5,-70.9,90,0,269.4923711314,,64.1564343823,-145.853121673,100,64.1566046313,-145.8532468066,64.1563343669,-145.8534612236,64.1565343977,-145.8527821224,64.1562641333,-145.8529965394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400969,Delta,N112AQ,289.2,-12.9,-4.9,,,DJI P3,FC300X,WGS84,64.1564368148,-145.853133871,18.6,81.2,65.5,-71,90,0,269.4923711314,,64.1564368148,-145.853133871,100,64.1566069682,-145.8532596852,64.1563365409,-145.8534730212,64.1565370887,-145.8527947208,64.1562666614,-145.8530080568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400969,Delta,N112AQ,288.9,-11.1,-4.9,,,DJI P3,FC300X,WGS84,64.1564392789,-145.853146853,18.7,81.2,65.5,-71,89.9,0,270.6032026361,,64.1564392789,-145.853146853,100,64.1566103471,-145.8532733436,64.1563384659,-145.8534878266,64.1565400919,-145.8528058794,64.1562682107,-145.8530203624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400970,Delta,N112AQ,289,-9.1,-4.9,,,DJI P3,FC300X,WGS84,64.1564417645,-145.85315957,18.7,81.2,65.5,-71,89.9,0,270.6032026361,,64.1564417645,-145.85315957,100,64.1566128327,-145.8532860606,64.1563409515,-145.8535005436,64.1565425775,-145.8528185964,64.1562706963,-145.8530330794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400970,Delta,N112AQ,288.7,-3.4,-5,,,DJI P3,FC300X,WGS84,64.1564465099,-145.85318492,18.7,81.2,65.5,-71,90,0,271.7366063969,,64.1564465099,-145.85318492,100,64.1566175781,-145.8533114106,64.1563456969,-145.8535258937,64.1565473229,-145.8528439463,64.1562754417,-145.8530584294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400970,Delta,N112AQ,288.6,0.6,-4.8,,,DJI P3,FC300X,WGS84,64.1564488545,-145.853197884,18.7,81.2,65.5,-71,89.9,0,271.7366063969,,64.1564488545,-145.853197884,100,64.1566199227,-145.8533243746,64.1563480415,-145.8535388577,64.1565496675,-145.8528569103,64.1562777863,-145.8530713934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400970,Delta,N112AQ,288.4,6.6,-5,,,DJI P3,FC300X,WGS84,64.1564510532,-145.85320967,18.7,81.2,65.5,-71,89.9,0,273.4032329498,,64.1564510532,-145.85320967,100,64.1566221214,-145.8533361606,64.1563502402,-145.8535506438,64.1565518662,-145.8528686963,64.156279985,-145.8530831794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400970,Delta,N112AQ,288.2,14.5,-5.2,,,DJI P3,FC300X,WGS84,64.1564530653,-145.85322143,18.7,81.2,65.5,-71,89.9,0,274.4161838578,,64.1564530653,-145.85322143,100,64.1566241335,-145.8533479206,64.1563522523,-145.8535624038,64.1565538783,-145.8528804562,64.1562819971,-145.8530949394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400970,Delta,N112AQ,288,20.2,-5.1,,,DJI P3,FC300X,WGS84,64.156455034,-145.853232635,18.7,81.2,65.5,-71,89.9,0,274.4161838578,,64.156455034,-145.853232635,100,64.1566261022,-145.8533591257,64.156354221,-145.8535736088,64.156555847,-145.8528916612,64.1562839658,-145.8531061443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400970,Delta,N112AQ,288.3,22.4,-4.4,,,DJI P3,FC300X,WGS84,64.1564567571,-145.853242802,18.7,81.2,65.5,-71,89.9,0,274.4161838578,,64.1564567571,-145.853242802,100,64.1566278253,-145.8533692927,64.1563559441,-145.8535837758,64.1565575701,-145.8529018282,64.1562856889,-145.8531163113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400970,Delta,N112AQ,288.6,25,-3,,,DJI P3,FC300X,WGS84,64.1564597566,-145.853260844,18.7,81.2,65.5,-71,89.9,0,275.3250534625,,64.1564597566,-145.853260844,100,64.1566308248,-145.8533873347,64.1563589436,-145.8536018179,64.1565605696,-145.8529198701,64.1562886884,-145.8531343533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1447400970,Delta,N112AQ,288.6,25.6,-2.5,,,DJI P3,FC300X,WGS84,64.1564610603,-145.853268096,18.7,81.2,65.5,-70.9,89.9,0,275.3250534625,,64.1564610603,-145.853268096,100,64.1566322246,-145.8533939024,64.1563605072,-145.8536094725,64.1565616134,-145.8529267195,64.156289896,-145.8531422896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
