Checksum,Class_Ctry_Releasing_Instruct,Classifying_Country,Event_Start_Time_UTC,Frame_Center_Elevation,Frame_Center_Latitude,Frame_Center_Longitude,Generic_Flag_Data,Item_Designator_ID,Mission_ID,Offset_Corner_Latitude_Point_1,Offset_Corner_Latitude_Point_2,Offset_Corner_Latitude_Point_3,Offset_Corner_Latitude_Point_4,Offset_Corner_Long_Point_1,Offset_Corner_Long_Point_2,Offset_Corner_Long_Point_3,Offset_Corner_Long_Point_4,Platform_Call_Sign,Platform_Designation,Platform_Ground_Speed,Platform_Heading_Angle,Platform_Pitch_Angle,Platform_Roll_Angle,Platform_Tail_Number,Releasing_Instructions,Security_Classification,Sensor_Horizontal_Fld_of_View,Sensor_Latitude,Sensor_Longitude,Sensor_Relative_Azimuth_Angle,Sensor_Relative_Elev_Angle,Sensor_Relative_Roll_Angle,Sensor_True_Altitude,Sensor_Vertical_Field_of_View,Slant_Range,Target_Width,UAS_LDS_Version_Number,UNIX_Time_Stamp,Version
20036,ISO-3166 Two Letter,//CA,1/1/1970 12:00:00 AM,1864.47094726563,41.1209798702602,-104.852539936478,0,System.Byte[],ESRI_Metadata_Collect,41.1197507372911,41.1199201150187,41.1220876921542,41.1219343366441,-104.851061314693,-104.854231424865,-104.853869780528,-104.851015536929,Firebird,C208B,0,270.608367919922,7.4373607635498,-14.7648544311523,N97826,CA,UNCLASSIFIED//,7.76195907592773,41.1345394426652,-104.851269239956,268.61718762401,-21.3359374745451,0,2956.41259765625,4.36713218688965,1863.67076865017,0,1,9/19/2012 8:49:01 PM,5
9454,ISO-3166 Two Letter,//CA,1/1/1970 12:00:00 AM,1864.47094726563,41.1210117214923,-104.85252585488,0,System.Byte[],ESRI_Metadata_Collect,41.1197986107406,41.1199473884743,41.122105810057,41.1219730545408,-104.851035788655,-104.854199032162,-104.853864854484,-104.851015188661,Firebird,C208B,0,269.718475341797,7.3281044960022,-14.5847959518433,N97826,CA,UNCLASSIFIED//,7.76195907592773,41.1345306416669,-104.851422796422,268.914062648293,-21.624999978405,0,2957.02001953125,4.36713218688965,1859.60903807068,0,1,9/19/2012 8:49:01 PM,5
1030,ISO-3166 Two Letter,//CA,1/1/1970 12:00:00 AM,1864.47094726563,41.1210385435824,-104.85251026454,0,System.Byte[],ESRI_Metadata_Collect,41.11983916616,41.1199673438998,41.1221211877061,41.1220044544074,-104.851011042762,-104.854169708493,-104.853858419696,-104.851013331651,Firebird,C208B,0,268.850524902344,7.07846307754517,-14.3574323654175,N97826,CA,UNCLASSIFIED//,7.76195907592773,41.1345220502161,-104.851554140845,269.171875153941,-21.9296875232503,0,2957.62719726563,4.36713218688965,1856.17129361633,0,1,9/19/2012 8:49:01 PM,5
45240,ISO-3166 Two Letter,//CA,1/1/1970 12:00:00 AM,1864.47094726563,41.1210706043621,-104.852485286469,0,System.Byte[],ESRI_Metadata_Collect,41.1198895380454,41.1199948269031,41.1221372262683,41.1220433818516,-104.85097462025,-104.854126419316,-104.853844886066,-104.851004375797,Firebird,C208B,0,268.455017089844,6.88314485549927,-14.2414627075195,N97826,CA,UNCLASSIFIED//,7.75921249389648,41.1345109441944,-104.851707362035,269.429687659589,-22.2500000252621,0,2958.23461914063,4.3643856048584,1852.05368368236,0,1,9/19/2012 8:49:02 PM,5
38538,ISO-3166 Two Letter,//CA,1/1/1970 12:00:00 AM,1864.47094726563,41.1210973007237,-104.852463996435,0,System.Byte[],ESRI_Metadata_Collect,41.119927678848,41.1200146566,41.1221524781888,41.1220746559897,-104.850944174663,-104.854091395953,-104.853832751585,-104.850994530204,Firebird,C208B,0,267.812316894531,6.66402149200439,-13.9286479949951,N97826,CA,UNCLASSIFIED//,7.76195907592773,41.1345026042007,-104.851817416424,269.453125137243,-22.5703125272739,0,2958.23461914063,4.36713218688965,1848.65552043744,0,1,9/19/2012 8:49:02 PM,5
53179,ISO-3166 Two Letter,//CA,1/1/1970 12:00:00 AM,1864.47094726563,41.1211266373848,-104.852438012535,0,System.Byte[],ESRI_Metadata_Collect,41.1199730377266,41.1200394154847,41.1221680815207,41.1221085704272,-104.850906746322,-104.854049389835,-104.853815923238,-104.850982279633,Firebird,C208B,0,267.515686035156,6.66402149200439,-13.7714776992798,N97826,CA,UNCLASSIFIED//,7.76195907592773,41.13449141436,-104.851948677028,269.359375142809,-22.882812508793,0,2958.841796875,4.36713218688965,1844.94419997673,0,1,9/19/2012 8:49:02 PM,5
64404,ISO-3166 Two Letter,//CA,1/1/1970 12:00:00 AM,1864.47094726563,41.1211605840927,-104.852406496579,0,System.Byte[],ESRI_Metadata_Collect,41.1200252955402,41.120066495528,41.1221860060111,41.1221493837997,-104.850863785925,-104.853997273885,-104.853795851723,-104.850969074783,Firebird,C208B,0,266.993804931641,6.71102046966553,-13.623462677002,N97826,CA,UNCLASSIFIED//,7.76195907592773,41.1344773327627,-104.852101562941,269.203125152086,-23.0859375386899,0,2959.1455078125,4.36713218688965,1840.60889339089,0,1,9/19/2012 8:49:02 PM,5
6224,ISO-3166 Two Letter,//CA,1/1/1970 12:00:00 AM,1864.47094726563,41.1211879929161,-104.85237699228,0,System.Byte[],ESRI_Metadata_Collect,41.120068726581,41.1200870376867,41.1221996815052,41.1221836592877,-104.850822837185,-104.853951747369,-104.853775502977,-104.850953303813,Firebird,C208B,0,266.735626220703,6.71102046966553,-13.6082029342651,N97826,CA,UNCLASSIFIED//,7.76195907592773,41.1344644665413,-104.852232572088,269.031250120381,-23.2421875294494,0,2959.44921875,4.36713218688965,1837.06986760652,0,1,9/19/2012 8:49:02 PM,5
39752,ISO-3166 Two Letter,//CA,1/1/1970 12:00:00 AM,1864.47094726563,41.1212149407348,-104.852345476324,0,System.Byte[],ESRI_Metadata_Collect,41.1201116966172,41.120109407729,41.1222128959946,41.1222151848828,-104.850782165676,-104.853901920307,-104.853753142573,-104.850937810074,Firebird,C208B,0,266.197296142578,6.88314485549927,-13.3732109069824,N97826,CA,UNCLASSIFIED//,7.75921249389648,41.1344507621296,-104.852363413597,268.843750131513,-23.4765624736792,0,2959.75268554688,4.3643856048584,1833.58555702343,0,1,9/19/2012 8:49:03 PM,5
60079,ISO-3166 Two Letter,//CA,1/1/1970 12:00:00 AM,1864.47094726563,41.1212428524723,-104.85231295454,0,System.Byte[],ESRI_Metadata_Collect,41.1201556305723,41.120130452802,41.122227074403,41.1222499632851,-104.850738199451,-104.853853376305,-104.85373206523,-104.850919021619,Firebird,C208B,0,265.900665283203,6.96127223968506,-13.3274326324463,N97826,CA,UNCLASSIFIED//,7.76195907592773,41.1344366805323,-104.852494422743,268.703125097953,-23.6171875072723,0,2960.05639648438,4.36713218688965,1830.04653123907,0,1,9/19/2012 8:49:03 PM,5
